Drug,Build_FRS,Test_FRS,Sensitivity,Specificity,DPR,Sensitivity2,Specificity2,TP,FN,TN,FP,UP,UN
RIF,0.6000000000000001,0.30000000000000004,95.88446987173572,98.1062847674281,97.8448392417728,95.08601756954612,98.15760181169155,10391,446,24867,480,91,706
RIF,0.6000000000000001,0.4,95.78374388781253,98.11484461271493,97.87458424596414,95.00366032210835,98.1652784708095,10382,457,24878,478,89,697
RIF,0.6000000000000001,0.5,95.63572614873593,98.11915933914278,97.88540061112462,94.84809663250367,98.16911680036849,10365,473,24884,477,90,692
RIF,0.6000000000000001,0.6000000000000001,95.35806570690292,98.12369427253735,97.90162515886537,94.55527086383601,98.17295512992746,10333,503,24893,476,92,684
RIF,0.6000000000000001,0.7000000000000001,95.0083041151504,98.13960821410271,97.91244152402585,94.22584187408492,98.18830844816337,10297,541,24899,472,90,682
RIF,0.6000000000000001,0.8,94.64845912529987,98.14369605486146,97.91784970660609,93.86896046852124,98.19214677772233,10258,580,24902,471,90,680
RIF,0.6000000000000001,0.9,94.07749077490774,98.17551326003861,97.93407425434683,93.3199121522694,98.22285341419415,10198,642,24914,463,88,676
RIF,0.2,0.1,96.1416589002796,98.52226559388194,96.90381547281036,94.39970717423132,98.57597973361993,10316,414,24735,371,198,947
RIF,0.2,0.2,95.96383296047726,98.57046420204107,97.10662231956951,94.2075402635432,98.61820135876866,10295,433,24823,360,200,870
RIF,0.2,0.30000000000000004,95.84071621747646,98.5918286394288,97.16611232795219,94.04282576866764,98.63739300656354,10277,446,24855,355,205,843
RIF,0.2,0.4,95.73892773892774,98.60020620191926,97.19315324085342,93.96046852122987,98.64506966568149,10268,457,24865,353,203,835
RIF,0.2,0.5,95.58892101091112,98.60444832097689,97.20126551472377,93.79575402635432,98.64890799524048,10250,473,24871,352,205,830
RIF,0.2,0.6000000000000001,95.30914855917187,98.60885418730926,97.22289824504475,93.5212298682284,98.65274632479945,10220,503,24880,351,205,822
RIF,0.2,0.7000000000000001,94.95806150978565,98.62487120551636,97.24993915794597,93.23755490483163,98.66809964303536,10189,541,24887,347,198,819
RIF,0.2,0.8,94.59610546911395,98.62894278015534,97.26345961439658,92.90812591508053,98.67193797259432,10153,580,24890,346,195,817
RIF,0.2,0.9,94.02123300428386,98.65694703062478,97.2905005272978,92.3865300146413,98.69880627950715,10096,642,24902,339,190,812
INH,0.1,0.1,94.55340977670488,98.78950907868192,95.69698600645856,91.74352217830479,98.85096603966295,12534,722,22035,270,406,1193
INH,0.1,0.2,94.39075947455837,98.8275306542558,95.78040904198063,91.51661542965891,98.88501149033961,12503,743,22084,262,416,1152
INH,0.1,0.30000000000000004,94.18824062193373,98.85957066189624,95.82615715823466,91.34094568877178,98.91480125968167,12479,770,22105,255,413,1138
INH,0.1,0.4,94.03593537671749,98.87339055793991,95.83961248654467,91.17259552042161,98.92756830368542,12456,790,22116,252,416,1130
INH,0.1,0.5,93.85184067592034,98.88258168327894,95.8799784714747,91.06280193236715,98.93607966635459,12441,815,22123,250,406,1125
INH,0.1,0.6000000000000001,93.65952955367914,98.89166964604934,95.90958019375672,90.93104962670179,98.94459102902374,12423,841,22128,248,398,1122
INH,0.1,0.7000000000000001,93.45139412207988,98.89633601429848,95.93649085037676,90.77001903088859,98.94884671035832,12401,869,22133,247,392,1118
INH,0.1,0.8,93.23336598598448,98.91464558488543,95.96340150699677,90.56507099985362,98.96586943569665,12373,898,22146,243,391,1109
INH,0.1,0.9,92.83939462389881,98.92833221701272,96.0064585575888,90.25032938076416,98.9786364797004,12330,951,22155,240,381,1103
INH,0.9,0.1,94.66706839409461,98.72983497125904,93.77825618945103,91.99238764456156,98.83394331432463,12568,708,21298,274,386,1926
INH,0.9,0.2,94.47667847185592,98.79216043755697,94.7551130247578,91.77280046845264,98.87224444633586,12538,733,21675,265,391,1558
INH,0.9,0.30000000000000004,94.21773829242584,98.84367156686984,95.78579117330463,91.59713072756551,98.90203421567793,12514,768,22054,258,380,1186
INH,0.9,0.4,94.05918229049017,98.85921352838545,95.89343379978472,91.43610013175231,98.91480125968167,12492,789,22098,255,381,1145
INH,0.9,0.5,93.87463315524117,98.86876816454281,95.94725511302475,91.31166739862392,98.92331262235083,12475,814,22112,253,373,1133
INH,0.9,0.6000000000000001,93.68278559073475,98.87786123032905,95.97685683530678,91.17991509295858,98.93182398502,12457,840,22117,251,365,1130
INH,0.9,0.7000000000000001,93.47564642212868,98.8825317360987,96.0064585575888,91.02620406968232,98.93607966635459,12436,868,22122,250,358,1126
INH,0.9,0.8,93.25766686710763,98.90085340243957,96.03067814854683,90.81393646611038,98.95310239169291,12407,897,22135,246,358,1117
INH,0.9,0.9,92.8641177796139,98.9145486219681,96.07104413347686,90.49187527448397,98.96586943569665,12363,950,22144,243,349,1111
INH,0.5,0.1,94.66063348416289,98.72525842488295,93.737890204521,91.87527448397013,98.82968763299004,12552,708,21298,275,402,1925
INH,0.5,0.2,94.47042848521424,98.78765780958024,94.71743810548978,91.66300688039819,98.86798876500129,12523,733,21675,266,406,1557
INH,0.5,0.30000000000000004,94.21207325344788,98.83924169766503,95.7534983853606,91.50197628458498,98.89777853434335,12501,768,22054,259,393,1185
INH,0.5,0.4,94.05336147120892,98.85479108884316,95.86114101184069,91.34094568877178,98.9105455783471,12479,789,22098,256,394,1144
INH,0.5,0.5,93.86909693454847,98.8643476705714,95.91765339074273,91.22383252818037,98.91905694101627,12463,814,22112,254,385,1132
INH,0.5,0.6000000000000001,93.67565125734076,98.87344092270553,95.93918191603875,91.07012150490411,98.92756830368542,12442,840,22117,252,380,1129
INH,0.5,0.7000000000000001,93.4668071654373,98.87811201001206,95.96071044133477,90.89445176401698,98.93182398502,12418,868,22122,251,376,1125
INH,0.5,0.8,93.24853228962819,98.90085340243957,95.98223896663079,90.68218416044503,98.95310239169291,12389,897,22135,246,376,1117
INH,0.5,0.9,92.8533814789739,98.9145486219681,96.01722282023681,90.34548382374469,98.96586943569665,12343,950,22144,243,369,1111
MXF,0.5,0.1,94.11563462196374,94.07192928985066,93.35078534031413,92.2225947033188,94.52382628281832,2751,172,12346,778,60,1083
MXF,0.5,0.2,93.89365351629503,94.1722458916616,93.42059336823735,91.75326852162253,94.60829168719646,2737,178,12378,766,68,1063
MXF,0.5,0.30000000000000004,93.37452797802952,94.23705618490078,93.46131471785922,91.18337244384847,94.66460195678187,2720,193,12395,758,70,1054
MXF,0.5,0.4,92.8939237899073,94.27051671732522,93.5020360674811,90.7140462621522,94.69275709157458,2706,207,12406,754,70,1047
MXF,0.5,0.5,92.09893507385777,94.35496125208935,93.5020360674811,89.8759637948374,94.77018371225452,2681,230,12419,743,72,1045
MXF,0.5,0.6000000000000001,90.75601374570446,94.43262950022786,93.5194880744619,88.53503184713377,94.8405715492363,2641,269,12433,733,73,1041
MXF,0.5,0.7000000000000001,89.52969447305183,94.4819734345351,93.5892961023851,87.42876299027824,94.88280425142536,2608,305,12448,727,70,1032
MXF,0.5,0.8,88.56456043956044,94.57758228424086,93.64746945898779,86.4565873281931,94.96726965580348,2579,333,12471,715,71,1021
MXF,0.5,0.9,87.00719917723688,94.72607410775176,93.74054682955206,85.08213208179684,95.10100654606885,2538,379,12501,696,66,1010
STM,0.1,0.1,95.42897327707455,93.18181818181817,91.47426981919332,89.6103896103896,93.83958523940225,4071,195,8282,606,277,949
STM,0.1,0.2,95.24032825322392,93.2247191011236,91.55076495132128,89.41228263262163,93.8700823421775,4062,203,8297,603,278,937
STM,0.1,0.30000000000000004,95.14198544942502,93.27344188658057,91.557719054242,89.23618754127229,93.91074514587781,4054,207,8306,599,282,932
STM,0.1,0.4,94.93076742548698,93.33033909723781,91.56467315716273,89.0380805635043,93.96157365050321,4045,216,8312,594,282,931
STM,0.1,0.5,94.74178403755869,93.36625883937592,91.57858136300418,88.8399735857363,93.99207075327844,4036,224,8318,591,283,928
STM,0.1,0.6000000000000001,94.46658851113716,93.38119811532421,91.6481223922114,88.68589038080563,94.00223645420351,4029,236,8324,590,278,923
STM,0.1,0.7000000000000001,94.25960637300844,93.39315759955132,91.6759388038943,88.55381906229364,94.0124021551286,4023,245,8326,589,275,922
STM,0.1,0.8,93.98126463700234,93.43049327354261,91.72461752433935,88.33370019810698,94.04289925790383,4013,257,8334,586,273,917
STM,0.1,0.9,93.00911854103343,93.44684664500951,91.82197496522949,87.56328417345367,94.05306495882891,3978,299,8342,585,266,910
MXF,0.9,0.1,94.06691962745775,94.10060975609757,93.18789994182664,91.41803553469661,94.55198141761105,2727,172,12346,774,84,1087
MXF,0.9,0.2,93.84083044982698,94.20808280691072,93.24607329842932,90.91518605430774,94.64348560568735,2712,178,12378,761,93,1068
MXF,0.9,0.30000000000000004,93.31485971596814,94.2728932156982,93.28097731239092,90.31176667784109,94.69979587527276,2694,193,12395,753,96,1059
MXF,0.9,0.4,92.82495667244368,94.31351680097309,93.304246655032,89.77539389875963,94.73498979376363,2678,207,12406,748,98,1053
MXF,0.9,0.5,92.02496532593621,94.38364493084055,93.32169866201279,88.97083473013745,94.79833884704722,2654,230,12419,739,99,1049
MXF,0.9,0.6000000000000001,90.6984785615491,94.46132806564353,93.39150668993601,87.9316124706671,94.868726684029,2623,269,12433,729,91,1045
MXF,0.9,0.7000000000000001,89.48638400551533,94.5106673752942,93.49621873182082,87.02648340596714,94.91095938621807,2596,305,12448,723,82,1036
MXF,0.9,0.8,88.54094975911906,94.59192961165049,93.60093077370564,86.25544753603755,94.98134722319983,2573,333,12471,713,77,1023
MXF,0.9,0.9,87.00719917723688,94.72607410775176,93.74054682955206,85.08213208179684,95.10100654606885,2538,379,12501,696,66,1010
STM,0.2,0.1,95.43218552354182,93.08755760368663,91.557719054242,89.6764252696456,93.74809393107655,4074,195,8282,615,274,940
STM,0.2,0.2,95.24701475064387,93.14099685675798,91.6481223922114,89.54435395113362,93.78875673477687,4068,203,8297,611,272,929
STM,0.2,0.30000000000000004,95.14881649871104,93.18972287669696,91.65507649513212,89.36825885978429,93.82941953847718,4060,207,8306,607,276,924
STM,0.2,0.4,94.93789547691587,93.24657841597487,91.66203059805285,89.17015188201628,93.88024804310258,4051,216,8312,602,276,923
STM,0.2,0.5,94.74917955930614,93.28249411236963,91.6759388038943,88.97204490424829,93.91074514587781,4042,224,8318,599,277,920
STM,0.2,0.6000000000000001,94.474361976118,93.29746693566466,91.74547983310153,88.81796169931762,93.92091084680288,4035,236,8324,598,272,915
STM,0.2,0.7000000000000001,94.26766495086571,93.3094250812507,91.77329624478442,88.68589038080563,93.93107654772797,4029,245,8326,597,269,914
STM,0.2,0.8,93.98971000935454,93.34677419354838,91.82197496522949,88.46577151661897,93.96157365050321,4019,257,8334,594,267,909
STM,0.2,0.9,93.01565054893717,93.36317851147174,91.90542420027816,87.65133171912834,93.97173935142828,3982,299,8342,593,262,902
MXF,0.2,0.1,94.0934065934066,94.08626733729615,93.27515997673066,91.8538384177003,94.53790385021469,2740,172,12346,776,71,1085
MXF,0.2,0.2,93.87052341597796,94.18657738548166,93.34496800465388,91.38451223600403,94.62236925459281,2726,178,12378,764,79,1065
MXF,0.2,0.30000000000000004,93.34712168217855,94.25138772716903,93.37987201861547,90.78109285953738,94.67867952417822,2708,193,12395,756,82,1056
MXF,0.2,0.4,92.86206896551724,94.29201185680627,93.40895869691681,90.2782433791485,94.71387344266911,2693,207,12406,751,83,1050
MXF,0.2,0.5,92.06622973439117,94.3693009118541,93.42059336823735,89.47368421052632,94.78426127965088,2669,230,12419,741,84,1047
MXF,0.2,0.6000000000000001,90.73691460055096,94.44697660285627,93.47294938917976,88.33389205497821,94.85464911663264,2635,269,12433,731,79,1043
MXF,0.2,0.7000000000000001,89.51529735304227,94.49631822667578,93.5543920884235,87.29466979550787,94.89688181882171,2604,305,12448,725,74,1034
MXF,0.2,0.8,88.56063208519409,94.58475540386803,93.63583478766725,86.42306402950051,94.97430843950166,2578,333,12471,714,72,1022
MXF,0.2,0.9,87.00719917723688,94.72607410775176,93.74054682955206,85.08213208179684,95.10100654606885,2538,379,12501,696,66,1010
EMB,0.4,0.1,94.73684210526315,91.93393876690807,90.44486306332415,87.63800904977376,92.73636991028296,4842,269,23992,2105,414,2883
EMB,0.4,0.2,94.53476983349657,92.06089438629877,90.94334154470367,87.34841628959276,92.80193236714976,4826,279,24189,2086,420,2705
EMB,0.4,0.30000000000000004,94.29970617042116,92.1396387868691,91.33748732067816,87.131221719457,92.83643892339545,4814,291,24335,2076,420,2569
EMB,0.4,0.4,94.12110523221634,92.19151185621507,91.5432546007825,86.93212669683258,92.86404416839198,4803,300,24416,2068,422,2496
EMB,0.4,0.5,93.86635312561239,92.25577800399654,91.6562816983046,86.69683257918552,92.91235334713596,4790,313,24469,2054,422,2457
EMB,0.4,0.6000000000000001,93.51616062683644,92.29929206205753,91.75771627300391,86.40723981900452,92.94340924775707,4774,331,24511,2045,420,2424
EMB,0.4,0.7000000000000001,93.26678410647877,92.34446159057548,91.80698449500072,86.24434389140272,92.98136645962732,4765,344,24535,2034,416,2411
EMB,0.4,0.8,92.82221787600234,92.39249031190037,91.84755832488045,85.90045248868779,93.02277432712215,4746,367,24557,2022,412,2401
EMB,0.4,0.9,91.93201797226021,92.47978943410415,91.91131720040573,85.1764705882353,93.09868875086266,4706,413,24595,2000,406,2385
MXF,0.6000000000000001,0.1,94.0934065934066,94.08626733729615,93.27515997673066,91.8538384177003,94.53790385021469,2740,172,12346,776,71,1085
MXF,0.6000000000000001,0.2,93.87052341597796,94.18657738548166,93.34496800465388,91.38451223600403,94.62236925459281,2726,178,12378,764,79,1065
MXF,0.6000000000000001,0.30000000000000004,93.34712168217855,94.25138772716903,93.37987201861547,90.78109285953738,94.67867952417822,2708,193,12395,756,82,1056
MXF,0.6000000000000001,0.4,92.86206896551724,94.29201185680627,93.40895869691681,90.2782433791485,94.71387344266911,2693,207,12406,751,83,1050
MXF,0.6000000000000001,0.5,92.06622973439117,94.3693009118541,93.42059336823735,89.47368421052632,94.78426127965088,2669,230,12419,741,84,1047
MXF,0.6000000000000001,0.6000000000000001,90.73691460055096,94.44697660285627,93.47294938917976,88.33389205497821,94.85464911663264,2635,269,12433,731,79,1043
MXF,0.6000000000000001,0.7000000000000001,89.51529735304227,94.49631822667578,93.5543920884235,87.29466979550787,94.89688181882171,2604,305,12448,725,74,1034
MXF,0.6000000000000001,0.8,88.56063208519409,94.58475540386803,93.63583478766725,86.42306402950051,94.97430843950166,2578,333,12471,714,72,1022
MXF,0.6000000000000001,0.9,87.00719917723688,94.72607410775176,93.74054682955206,85.08213208179684,95.10100654606885,2538,379,12501,696,66,1010
RIF,0.7000000000000001,0.1,96.14345598509549,98.52226559388194,96.91733592926097,94.44546120058565,98.57597973361993,10321,414,24735,371,193,947
RIF,0.7000000000000001,0.2,95.96571322090747,98.57046420204107,97.12014277602012,94.25329428989751,98.61820135876866,10300,433,24823,360,195,870
RIF,0.7000000000000001,0.30000000000000004,95.84265473527218,98.5918286394288,97.1796327844028,94.08857979502197,98.63739300656354,10282,446,24855,355,200,843
RIF,0.7000000000000001,0.4,95.74091332712023,98.60020620191926,97.20667369730403,94.00622254758419,98.64506966568149,10273,457,24865,353,198,835
RIF,0.7000000000000001,0.5,95.5909768829232,98.60444832097689,97.2147859711744,93.84150805270863,98.64890799524048,10255,473,24871,352,200,830
RIF,0.7000000000000001,0.6000000000000001,95.31133482475764,98.60885418730926,97.23641870149537,93.56698389458272,98.65274632479945,10225,503,24880,351,200,822
RIF,0.7000000000000001,0.7000000000000001,94.96040987424314,98.62487120551636,97.26345961439658,93.28330893118594,98.66809964303536,10194,541,24887,347,193,819
RIF,0.7000000000000001,0.8,94.59761549925484,98.62894278015534,97.27157188826695,92.93557833089312,98.67193797259432,10156,580,24890,346,192,817
RIF,0.7000000000000001,0.9,94.02234636871508,98.65694703062478,97.29590870987805,92.40483162518302,98.69880627950715,10098,642,24902,339,188,812
RIF,0.30000000000000004,0.1,96.1801070308175,98.03027901077996,97.5365728346989,95.38799414348462,98.09235020918896,10424,414,24735,497,90,821
RIF,0.30000000000000004,0.2,96.00516652827751,98.07973448180489,97.74749195532841,95.22327964860908,98.13457183433769,10406,433,24823,486,89,744
RIF,0.30000000000000004,0.30000000000000004,95.88409007013658,98.10538780343398,97.80968605500122,95.07686676427525,98.15760181169155,10390,446,24855,480,92,718
RIF,0.30000000000000004,0.4,95.78335486252077,98.1138775993371,97.83672696790244,94.99450951683748,98.1652784708095,10381,457,24865,478,90,710
RIF,0.30000000000000004,0.5,95.63532342899327,98.1181947293672,97.84754333306293,94.8389458272328,98.16911680036849,10364,473,24871,477,91,705
RIF,0.30000000000000004,0.6000000000000001,95.35720878715156,98.12273229215964,97.86106378951354,94.53696925329429,98.17295512992746,10331,503,24880,476,94,697
RIF,0.30000000000000004,0.7000000000000001,95.0083041151504,98.13872786781813,97.87999242854438,94.22584187408492,98.18830844816337,10297,541,24887,472,90,694
RIF,0.30000000000000004,0.8,94.64845912529987,98.14281771223531,97.88540061112462,93.86896046852124,98.19214677772233,10258,580,24890,471,90,692
RIF,0.30000000000000004,0.9,94.07749077490774,98.17465010841711,97.90162515886537,93.3199121522694,98.22285341419415,10198,642,24902,463,88,688
INH,0.2,0.1,94.55669481302775,98.78180347028679,95.55974165769645,91.8020787586005,98.84671035832837,12542,722,21975,271,398,1252
INH,0.2,0.2,94.39499094749547,98.82627004748679,95.74273412271259,91.58981115502854,98.88501149033961,12513,743,22060,262,406,1176
INH,0.2,0.30000000000000004,94.19306184012066,98.85941763206154,95.84768568353068,91.42146098667838,98.91480125968167,12490,770,22102,255,402,1141
INH,0.2,0.4,94.04133353446976,98.87334018867081,95.86921420882669,91.26043039086518,98.92756830368542,12468,790,22115,252,404,1131
INH,0.2,0.5,93.85693826788271,98.88258168327894,95.90958019375672,91.14331723027375,98.93607966635459,12452,815,22123,250,395,1125
INH,0.2,0.6000000000000001,93.66430616242279,98.89166964604934,95.93649085037676,91.00424535207145,98.94459102902374,12433,841,22128,248,388,1122
INH,0.2,0.7000000000000001,93.45583251750885,98.89633601429848,95.96071044133477,90.83589518372128,98.94884671035832,12410,869,22133,247,383,1118
INH,0.2,0.8,93.23795180722891,98.91464558488543,95.98762109795479,90.63094715268628,98.96586943569665,12382,898,22146,243,382,1109
INH,0.2,0.9,92.84316676700783,98.92833221701272,96.02529601722281,90.30156638852291,98.9786364797004,12337,951,22155,240,374,1103
INH,0.6000000000000001,0.1,94.65821638750566,98.72983497125904,93.71905274488698,91.83135704874836,98.83394331432463,12546,708,21298,274,408,1926
INH,0.6000000000000001,0.2,94.46750698165899,98.79216043755697,94.69590958019376,91.61176987263944,98.87224444633586,12516,733,21675,265,413,1558
INH,0.6000000000000001,0.30000000000000004,94.20901824762478,98.84367156686984,95.73196986006458,91.45073927682623,98.90203421567793,12494,768,22054,258,400,1186
INH,0.6000000000000001,0.4,94.0497737556561,98.85921352838545,95.83692142088267,91.28238910847607,98.91480125968167,12471,789,22098,255,402,1145
INH,0.6000000000000001,0.5,93.86540055769086,98.86876816454281,95.89343379978472,91.16527594788464,98.92331262235083,12455,814,22112,253,393,1133
INH,0.6000000000000001,0.6000000000000001,93.67374604609128,98.87786123032905,95.92572658772875,91.04084321475626,98.93182398502,12438,840,22117,251,384,1130
INH,0.6000000000000001,0.7000000000000001,93.46533162689151,98.8825317360987,95.94994617868676,90.87249304640609,98.93607966635459,12415,868,22122,250,379,1126
INH,0.6000000000000001,0.8,93.24751580849141,98.90085340243957,95.97685683530678,90.6675450153711,98.95310239169291,12387,897,22135,246,378,1117
INH,0.6000000000000001,0.9,92.85284381582906,98.9145486219681,96.01453175457482,90.33816425120773,98.96586943569665,12342,950,22144,243,370,1111
MXF,0.30000000000000004,0.1,94.0934065934066,94.08626733729615,93.27515997673066,91.8538384177003,94.53790385021469,2740,172,12346,776,71,1085
MXF,0.30000000000000004,0.2,93.87052341597796,94.18657738548166,93.34496800465388,91.38451223600403,94.62236925459281,2726,178,12378,764,79,1065
MXF,0.30000000000000004,0.30000000000000004,93.34712168217855,94.25138772716903,93.37987201861547,90.78109285953738,94.67867952417822,2708,193,12395,756,82,1056
MXF,0.30000000000000004,0.4,92.86206896551724,94.29201185680627,93.40895869691681,90.2782433791485,94.71387344266911,2693,207,12406,751,83,1050
MXF,0.30000000000000004,0.5,92.06622973439117,94.3693009118541,93.42059336823735,89.47368421052632,94.78426127965088,2669,230,12419,741,84,1047
MXF,0.30000000000000004,0.6000000000000001,90.73691460055096,94.44697660285627,93.47294938917976,88.33389205497821,94.85464911663264,2635,269,12433,731,79,1043
MXF,0.30000000000000004,0.7000000000000001,89.51529735304227,94.49631822667578,93.5543920884235,87.29466979550787,94.89688181882171,2604,305,12448,725,74,1034
MXF,0.30000000000000004,0.8,88.56063208519409,94.58475540386803,93.63583478766725,86.42306402950051,94.97430843950166,2578,333,12471,714,72,1022
MXF,0.30000000000000004,0.9,87.00719917723688,94.72607410775176,93.74054682955206,85.08213208179684,95.10100654606885,2538,379,12501,696,66,1010
EMB,0.1,0.1,94.73065621939276,91.98582371098662,90.84480510071005,87.52941176470588,92.74327122153208,4836,269,24138,2103,420,2739
EMB,0.1,0.2,94.52833888997843,92.08867967504366,91.12012751775104,87.23981900452489,92.8088336783989,4820,279,24258,2084,426,2638
EMB,0.1,0.30000000000000004,94.2929986271818,92.14810327856439,91.32879292856107,87.02262443438914,92.84334023464457,4808,291,24340,2074,426,2566
EMB,0.1,0.4,94.11418481459683,92.19641170915959,91.49978264019707,86.82352941176471,92.87094547964114,4797,300,24409,2066,428,2505
EMB,0.1,0.5,93.85913282322934,92.26040055821673,91.60991160701347,86.58823529411764,92.9192546583851,4784,313,24461,2052,428,2467
EMB,0.1,0.6000000000000001,93.50853108452638,92.30334538878843,91.70554992030141,86.29864253393666,92.95031055900621,4768,331,24501,2043,426,2436
EMB,0.1,0.7000000000000001,93.2588673329414,92.34853334337463,91.75481814229822,86.13574660633483,92.98826777087646,4759,344,24525,2032,422,2423
EMB,0.1,0.8,92.81378500097904,92.39686841312857,91.79829010288364,85.7918552036199,93.02967563837129,4740,367,24548,2020,418,2412
EMB,0.1,0.9,91.92412983965585,92.48420102317183,91.86494710911462,85.08597285067874,93.1055900621118,4701,413,24586,1998,411,2396
EMB,0.8,0.1,95.39279385705848,91.4364640883978,86.05999130560788,87.6923076923077,92.72601794340925,4845,234,22508,2108,446,4364
EMB,0.8,0.2,95.09649468294604,91.61010482348688,86.87726416461382,87.4027149321267,92.79158040027605,4829,249,22810,2089,447,4081
EMB,0.8,0.30000000000000004,94.76686995868582,91.82204389898513,88.4074771772207,87.18552036199095,92.82608695652173,4817,266,23343,2079,442,3558
EMB,0.8,0.4,94.47720125786164,91.98560427228048,89.6362845964353,87.00452488687783,92.85369220151829,4807,281,23770,2071,437,3139
EMB,0.8,0.5,93.98157224073711,92.15185043876383,90.74337052601072,86.76923076923076,92.90200138026225,4794,307,24153,2057,424,2770
EMB,0.8,0.6000000000000001,93.53828079107109,92.25943004006349,91.47949572525721,86.46153846153845,92.93305728088338,4777,330,24410,2048,418,2522
EMB,0.8,0.7000000000000001,93.27073552425665,92.3210314019678,91.69395739747863,86.29864253393666,92.97101449275362,4768,344,24490,2037,413,2453
EMB,0.8,0.8,92.82502443792767,92.37345586019885,91.77510505723808,85.93665158371041,93.01242236024845,4748,367,24527,2025,410,2428
EMB,0.8,0.9,91.93516891232181,92.45822670480204,91.85045645558615,85.21266968325791,93.08488612836439,4708,413,24568,2004,404,2408
MXF,0.7000000000000001,0.1,94.0934065934066,94.08626733729615,93.27515997673066,91.8538384177003,94.53790385021469,2740,172,12346,776,71,1085
MXF,0.7000000000000001,0.2,93.87052341597796,94.18657738548166,93.34496800465388,91.38451223600403,94.62236925459281,2726,178,12378,764,79,1065
MXF,0.7000000000000001,0.30000000000000004,93.34712168217855,94.25138772716903,93.37987201861547,90.78109285953738,94.67867952417822,2708,193,12395,756,82,1056
MXF,0.7000000000000001,0.4,92.86206896551724,94.29201185680627,93.40895869691681,90.2782433791485,94.71387344266911,2693,207,12406,751,83,1050
MXF,0.7000000000000001,0.5,92.06622973439117,94.3693009118541,93.42059336823735,89.47368421052632,94.78426127965088,2669,230,12419,741,84,1047
MXF,0.7000000000000001,0.6000000000000001,90.73691460055096,94.44697660285627,93.47294938917976,88.33389205497821,94.85464911663264,2635,269,12433,731,79,1043
MXF,0.7000000000000001,0.7000000000000001,89.51529735304227,94.49631822667578,93.5543920884235,87.29466979550787,94.89688181882171,2604,305,12448,725,74,1034
MXF,0.7000000000000001,0.8,88.56063208519409,94.58475540386803,93.63583478766725,86.42306402950051,94.97430843950166,2578,333,12471,714,72,1022
MXF,0.7000000000000001,0.9,87.00719917723688,94.72607410775176,93.74054682955206,85.08213208179684,95.10100654606885,2538,379,12501,696,66,1010
EMB,0.5,0.1,94.7172034564022,92.01150527325024,90.32603970439067,87.29411764705883,92.81228433402346,4823,269,23992,2083,433,2905
EMB,0.5,0.2,94.51435312622887,92.13804136670095,90.82451818577017,87.00452488687783,92.87784679089027,4807,279,24189,2064,439,2727
EMB,0.5,0.30000000000000004,94.27841132520645,92.21645382545758,91.21866396174467,86.78733031674209,92.91235334713596,4795,291,24335,2054,439,2591
EMB,0.5,0.4,94.10029498525073,92.26815811352127,91.4273293725547,86.60633484162896,92.93995859213251,4785,300,24416,2046,440,2518
EMB,0.5,0.5,93.84464110127827,92.33236481642201,91.5403564700768,86.37104072398189,92.98826777087646,4772,313,24469,2032,440,2479
EMB,0.5,0.6000000000000001,93.4932180066837,92.37581970302253,91.64179104477613,86.08144796380091,93.01932367149759,4756,331,24511,2023,438,2446
EMB,0.5,0.7000000000000001,93.24297780396779,92.42098918898557,91.69105926677294,85.91855203619909,93.05728088336784,4747,344,24535,2012,434,2433
EMB,0.5,0.8,92.79685966633954,92.46902888127424,91.73163309665266,85.57466063348417,93.09868875086266,4728,367,24557,2000,430,2423
EMB,0.5,0.9,91.90354832385806,92.55287122751562,91.79829010288364,84.85067873303167,93.1711525189786,4688,413,24595,1979,424,2406
RIF,0.8,0.1,96.190300911015,97.8364053476782,97.75019604661853,95.65336749633968,97.90043373124017,10453,414,24735,547,61,771
RIF,0.8,0.2,96.01582627898418,97.88635198548839,97.96111516724805,95.48865300146413,97.9426553563889,10435,433,24823,536,60,694
RIF,0.8,0.30000000000000004,95.89469808541973,97.912152846169,98.02060517563072,95.33308931185944,97.96568533374275,10418,446,24855,530,64,668
RIF,0.8,0.4,95.79422050432542,97.92454316320101,98.04494199724184,95.25073206442167,97.97720032241968,10409,457,24865,527,62,661
RIF,0.8,0.5,95.64657156005522,97.92888923888648,98.05575836240232,95.09516837481698,97.98103865197866,10392,473,24871,526,63,656
RIF,0.8,0.6000000000000001,95.36917694715522,97.93733270351126,98.06657472756281,94.79319180087847,97.98871531109661,10359,503,24880,524,66,649
RIF,0.8,0.7000000000000001,95.02162510352443,97.95331995119454,98.08820745788378,94.49121522693997,98.00406862933252,10326,541,24887,520,61,646
RIF,0.8,0.8,94.6637225135707,97.957416663387,98.09902382304426,94.15263543191801,98.00790695889148,10289,580,24890,519,59,644
RIF,0.8,0.9,94.09437954190047,97.99307413820243,98.11254427949487,93.60358711566617,98.04245192492228,10229,642,24902,510,57,641
RIF,0.4,0.1,96.1801070308175,98.03121533829821,97.56902193018037,95.38799414348462,98.09235020918896,10424,414,24747,497,90,809
RIF,0.4,0.2,96.00516652827751,98.08064452430789,97.77994105080987,95.22327964860908,98.13457183433769,10406,433,24835,486,89,732
RIF,0.4,0.30000000000000004,95.88409007013658,98.1062847674281,97.84213515048268,95.07686676427525,98.15760181169155,10390,446,24867,480,92,706
